,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1616836,156,1,86848.88,1897080488,86848.88,0.0,605981144,489635.85,576484.72,1,0
1622803,157,4,95348.33,315040579,95348.33,0.0,657935112,0.0,0.0,1,0
1622804,157,1,95348.33,1084653539,95348.33,0.0,1027684091,616913.51,712261.84,1,0
1626249,157,4,431356.55,1839723035,431356.55,0.0,1602753129,0.0,0.0,1,0
1626250,157,1,431356.55,1540105290,431356.55,0.0,349350443,2787800.23,3219156.78,1,0
1628697,157,4,4738282.28,1533698204,4738282.28,0.0,1200872138,0.0,0.0,1,0
1628698,157,1,4738282.28,751624512,4738282.28,0.0,320991755,0.0,4738282.28,1,0
1633037,157,4,1946687.34,1522688362,1946687.34,0.0,1520186695,0.0,0.0,1,0
1633038,157,1,1946687.34,1573457195,1946687.34,0.0,22390987,0.0,1946687.34,1,0
1639179,157,4,2498837.82,1635910106,2498837.82,0.0,556652352,0.0,0.0,1,0
1639180,157,1,2498837.82,788558672,2498837.82,0.0,524532968,2325834.43,4824672.25,1,0
1640528,157,4,1397162.15,717731676,1397162.15,0.0,572895729,0.0,0.0,1,0
1640529,157,1,1397162.15,1598804430,1397162.15,0.0,904300960,3145907.84,4543069.99,1,0
1640842,157,4,939518.05,1875095816,939518.05,0.0,1637949405,0.0,0.0,1,0
1640843,157,1,939518.05,2110710924,939518.05,0.0,325441489,0.0,939518.05,1,0
1641996,157,4,813775.73,798159363,813775.73,0.0,808528635,0.0,39888.47,1,0
1641997,157,1,813775.73,122285117,813775.73,0.0,1520619561,0.0,813775.73,1,0
1647518,158,4,171456.83,970953721,171456.83,0.0,574361249,0.0,0.0,1,0
1647519,158,1,171456.83,1871574805,171456.83,0.0,1987416199,546812.73,718269.56,1,0
1652461,158,4,27723.34,1983738324,27723.34,0.0,1036857072,0.0,0.0,1,0
1652462,158,1,27723.34,1205222550,27723.34,0.0,457266787,983150.44,1010873.78,1,0
1653384,158,4,3457169.26,1868574170,3457169.26,0.0,1851909652,0.0,0.0,1,0
1653385,158,1,3457169.26,151947482,3457169.26,0.0,1105913844,503937.81,4543519.99,1,0
1664911,158,4,2118548.31,944291289,2118548.31,0.0,1812394999,0.0,0.0,1,0
1664912,158,1,2118548.31,1384626324,2118548.31,0.0,1328187730,29899109.07,32017657.38,1,0
1677269,159,4,416832.9,1395649646,416832.9,0.0,640393193,0.0,0.0,1,0
1677270,159,1,416832.9,650153052,416832.9,0.0,304864645,1460326.73,1877159.62,1,0
1678626,159,4,301193.32,2089040405,301193.32,0.0,1669420376,0.0,0.0,1,0
1678627,159,1,301193.32,2042509361,301193.32,0.0,448102180,0.0,301193.32,1,0
1687646,159,4,20225.17,570327586,20225.17,0.0,2065540881,0.0,0.0,1,0
1687647,159,1,20225.17,47220479,20225.17,0.0,1166034143,4743918.53,4825802.22,1,0
1699586,159,4,474052.54,1060391149,474052.54,0.0,1835811018,0.0,0.0,1,0
1699587,159,1,474052.54,642633931,474052.54,0.0,372032326,29256.42,503308.95,1,0
1701654,159,4,224661.54,412407665,224661.54,0.0,158610955,0.0,0.0,1,0
1701655,159,1,224661.54,1480465445,224661.54,0.0,1371510633,0.0,148150.77,1,0
1707589,160,4,10000000.0,313051938,37670038.08,27670038.08,2055653883,0.0,0.0,1,0
1707590,160,1,10000000.0,2068007279,10000000.0,0.0,836488544,158643.25,10158643.25,1,0
1707591,160,4,10000000.0,752627210,27670038.08,17670038.08,1853789265,0.0,0.0,1,0
1707592,160,1,10000000.0,525906402,10000000.0,0.0,43869769,2145275.47,12145275.47,1,0
1707593,160,4,10000000.0,1274910960,17670038.08,7670038.08,1270029603,0.0,0.0,1,0
1707594,160,1,10000000.0,714385617,10000000.0,0.0,670347095,551074.14,10551074.14,1,0
1707595,160,4,7670038.08,1744142327,7670038.08,0.0,197131659,0.0,0.0,1,0
1707596,160,1,7670038.08,1039668554,7670038.08,0.0,2113941945,855331.21,8525369.29,1,0
1709489,160,4,141508.56,639037502,141508.56,0.0,595727199,0.0,0.0,1,0
1709490,160,1,141508.56,91138273,141508.56,0.0,2049392320,340906.08,482414.64,1,0
1709833,160,4,11385.0,865731380,11385.0,0.0,1544602666,0.0,0.0,1,0
1709834,160,1,11385.0,2015463710,11385.0,0.0,1729789302,4664368.68,4675753.68,1,0
1711396,160,4,360749.76,881291661,360749.76,0.0,615238056,0.0,0.0,1,0
1711397,160,1,360749.76,886662804,360749.76,0.0,1391856645,468005.41,828755.18,1,0
1716418,160,4,548161.93,814345778,548161.93,0.0,1464577173,0.0,0.0,1,0
1716419,160,1,548161.93,2011336849,548161.93,0.0,966258334,443736.12,991898.05,1,0
1718259,160,4,256705.68,962450896,256705.68,0.0,344604572,0.0,0.0,1,0
1718260,160,1,256705.68,310145134,256705.68,0.0,1443276157,0.0,256705.68,1,0
1719351,160,4,1284959.39,1764461949,1284959.39,0.0,160976870,0.0,0.0,1,0
1719352,160,1,1284959.39,2093073106,1284959.39,0.0,1196198165,814622.86,2099582.25,1,0
1724550,160,4,1697093.54,590755759,1697093.54,0.0,935560343,0.0,0.0,1,0
1724551,160,1,1697093.54,657858673,1697093.54,0.0,1591408637,248234.32,1945327.86,1,0
1724860,160,4,2432747.48,1616917685,2432747.48,0.0,2003827425,0.0,0.0,1,0
1724861,160,1,2432747.48,310661777,2432747.48,0.0,821758097,9362679.89,11795427.37,1,0
1725963,160,4,32872.0,364430080,32872.0,0.0,1690780304,0.0,0.0,1,0
1725964,160,1,32872.0,1732777090,32872.0,0.0,366537960,0.0,32872.0,1,0
1731143,161,4,144876.4,568654206,144876.4,0.0,1584023529,0.0,0.0,1,0
1731144,161,1,144876.4,980121091,144876.4,0.0,2113246492,170443.27,315319.66,1,0
1732747,161,4,538428.86,1222822414,538428.86,0.0,482115105,0.0,0.0,1,0
1732748,161,1,538428.86,1369254106,538428.86,0.0,247089725,0.0,538428.86,1,0
1740262,161,4,1533798.48,1167018610,1533798.48,0.0,2064362362,0.0,0.0,1,0
1740263,161,1,1533798.48,1966768785,1533798.48,0.0,1610140948,419107.42,1952905.9,1,0
1741502,161,4,160351.22,1074244611,160351.22,0.0,770300650,0.0,0.0,1,0
1741503,161,1,160351.22,1227029335,160351.22,0.0,1661119285,1897330.5,2057681.72,1,0
1741554,161,4,8720558.46,582011779,8720558.46,0.0,1801176562,0.0,0.0,1,0
1741555,161,1,8720558.46,34841317,8720558.46,0.0,1571144443,529852.78,9250411.25,1,0
1746973,161,4,10000000.0,831325954,11336901.11,1336901.11,1166671647,0.0,0.0,1,0
1746974,161,1,10000000.0,724193820,10000000.0,0.0,667232119,0.0,10000000.0,1,0
1746975,161,4,1336901.11,1039450195,1336901.11,0.0,221111810,0.0,0.0,1,0
1746976,161,1,1336901.11,148001678,1336901.11,0.0,1491478238,0.0,1336901.11,1,0
1793350,162,4,2934820.94,2121092345,2934820.94,0.0,572426271,0.0,0.0,1,0
1793351,162,1,2934820.94,1014836767,2934820.94,0.0,1247448175,123944.77,3058765.71,1,0
1794331,162,4,5820137.62,1906595632,5820137.62,0.0,963512696,0.0,0.0,1,0
1794332,162,1,5820137.62,13539331,5820137.62,0.0,345070872,95384.38,5915522.0,1,0
1795330,162,4,436906.22,1270175707,436906.22,0.0,524442031,0.0,0.0,1,0
1795331,162,1,436906.22,1360544029,436906.22,0.0,687989506,77698.14,869573.55,1,0
1796322,162,4,151.0,1172437299,151.0,0.0,315826176,0.0,0.0,1,0
1796323,162,1,151.0,790340353,151.0,0.0,517676411,386163.34,386314.34,1,0
1800735,162,4,8327328.27,1699496065,8327328.27,0.0,1917022253,0.0,0.0,1,0
1800736,162,1,8327328.27,2016728314,8327328.27,0.0,1652527413,616195.48,8943523.75,1,0
1805181,163,4,1153200.73,239172527,1153200.73,0.0,237111341,0.0,0.0,1,0
1805182,163,1,1153200.73,991308011,1153200.73,0.0,503187558,0.0,1153200.73,1,0
1812967,163,4,134194.59,316784641,134194.59,0.0,1951372697,0.0,0.0,1,0
1812968,163,1,134194.59,663221524,134194.59,0.0,1335637774,1656961.35,1791155.94,1,0
1832573,163,4,762135.72,1455660898,762135.72,0.0,364400523,0.0,0.0,1,0
1832574,163,1,762135.72,1088995906,762135.72,0.0,967226405,47768.78,809904.5,1,0
1846399,163,4,163294.35,1008040846,163294.35,0.0,1284780903,0.0,0.0,1,0
1846400,163,1,163294.35,1921431894,163294.35,0.0,1280060028,234212.42,397506.77,1,0
1852938,164,4,276042.59,1933312509,276042.59,0.0,864512280,0.0,0.0,1,0
1852939,164,1,276042.59,2133722439,276042.59,0.0,2121024241,734229.64,1010272.23,1,0
1853439,164,4,175267.61,242919633,175267.61,0.0,1805134264,0.0,0.0,1,0
1853440,164,1,175267.61,979923889,175267.61,0.0,1018310032,73374.37,248641.98,1,0
1855458,164,4,1627389.26,743239060,1627389.26,0.0,1443003835,0.0,0.0,1,0
1855459,164,1,1627389.26,2091263161,1627389.26,0.0,1535844228,327368.64,2039219.38,1,0
1855925,164,4,1191399.72,138035077,1191399.72,0.0,550830618,0.0,0.0,1,0
1855926,164,1,1191399.72,146466047,1191399.72,0.0,213105039,2447080.16,3638479.89,1,0
1864132,164,4,329728.11,1588740494,329728.11,0.0,827087701,0.0,0.0,1,0
1864133,164,1,329728.11,2099623572,329728.11,0.0,381648011,0.0,329728.11,1,0
1877737,164,4,177680.54,485323920,177680.54,0.0,1780714769,0.0,0.0,1,0
1877738,164,1,177680.54,741693784,177680.54,0.0,1246356701,158560.03,336240.57,1,0
1889542,164,4,1132311.86,1371017446,1132311.86,0.0,464009928,0.0,0.0,1,0
1889543,164,1,1132311.86,1916439605,1132311.86,0.0,2060716124,5854447.18,6931746.88,1,0
1890664,165,4,798007.45,166998225,798007.45,0.0,1222965413,0.0,0.0,1,0
1890665,165,1,798007.45,1972873881,798007.45,0.0,202442750,156472.57,954480.02,1,0
1897148,165,4,1869237.83,975058065,1869237.83,0.0,1510104619,0.0,0.0,1,0
1897149,165,1,1869237.83,2081856005,1869237.83,0.0,173077042,472924.32,2342162.15,1,0
1908584,166,4,49966.72,840664227,49966.72,0.0,1307176064,0.0,0.0,1,0
1908585,166,1,49966.72,1966319241,49966.72,0.0,1976548930,2190371.38,2394605.54,1,0
1915202,166,4,204951.37,763158589,204951.37,0.0,846072778,0.0,0.0,1,0
1915203,166,1,204951.37,1892844368,204951.37,0.0,1878476397,1901998.22,2106949.59,1,0
1916532,166,4,1803411.53,660401037,1803411.53,0.0,1657963478,0.0,0.0,1,0
1916533,166,1,1803411.53,1537775807,1803411.53,0.0,1897800945,475748.31,2279159.85,1,0
1921603,167,4,251140.96,1404051898,251140.96,0.0,2011208491,0.0,0.0,1,0
1921604,167,1,251140.96,995170133,251140.96,0.0,8248650,118975.87,370116.83,1,0
1923442,167,4,2598276.05,742560107,2598276.05,0.0,1438332987,0.0,0.0,1,0
1923443,167,1,2598276.05,281744778,2598276.05,0.0,1877485591,5368346.27,7966622.32,1,0
1925307,167,4,279728.8,2057236817,279728.8,0.0,2091501904,0.0,0.0,1,0
1925308,167,1,279728.8,1078571218,279728.8,0.0,2093453750,707165.63,986894.43,1,0
1927547,168,4,7513581.46,1185526711,7513581.46,0.0,342454180,0.0,0.0,1,0
1927548,168,1,7513581.46,1768255591,7513581.46,0.0,610130308,1190957.66,8704539.12,1,0
1930262,169,4,310712.71,287179256,310712.71,0.0,642298837,0.0,0.0,1,0
1930263,169,1,310712.71,1052841054,310712.71,0.0,1814696637,0.0,310712.71,1,0
1930347,169,4,978261.98,1454479269,978261.98,0.0,478742844,0.0,0.0,1,0
1930348,169,1,978261.98,963556658,978261.98,0.0,1776769189,713151.13,1691413.11,1,0
1930460,169,4,1179716.49,607841205,1179716.49,0.0,253088101,0.0,0.0,1,0
1930461,169,1,1179716.49,1443300815,1179716.49,0.0,1006926522,0.0,1179716.49,1,0
1930852,169,4,286306.33,822440427,286306.33,0.0,58091991,0.0,0.0,1,0
1930853,169,1,286306.33,1512944654,286306.33,0.0,1478839564,1617120.72,1903427.05,1,0
1931270,169,4,19244.9,1225444134,19244.9,0.0,999409522,0.0,0.0,1,0
1931271,169,1,19244.9,1410307167,19244.9,0.0,941219258,264512.88,283757.78,1,0
1931763,170,4,7246962.16,622490191,7246962.16,0.0,1928486758,0.0,0.0,1,0
1931764,170,1,7246962.16,376746330,7246962.16,0.0,1384358824,1394594.82,8641556.98,1,0
1931843,170,4,147649.37,220889804,147649.37,0.0,1303263986,0.0,0.0,1,0
1931844,170,1,147649.37,41202461,147649.37,0.0,755223579,1276920.56,1424569.93,1,0
1931861,170,4,176700.12,167000923,176700.12,0.0,604175667,0.0,0.0,1,0
1931862,170,1,176700.12,1854024553,176700.12,0.0,1656789626,0.0,176700.12,1,0
1931863,170,4,6302888.93,1224347529,6302888.93,0.0,938248377,0.0,0.0,1,0
1931864,170,1,6302888.93,1323638722,6302888.93,0.0,378717851,73921.3,6376810.23,1,0
1932025,170,4,2612915.2,1173597457,2612915.2,0.0,1668522161,0.0,0.0,1,0
1932026,170,1,2612915.2,382837005,2612915.2,0.0,386229497,7374588.54,9987503.74,1,0
1932084,170,4,908858.12,1145874885,908858.12,0.0,1766823822,0.0,0.0,1,0
1932085,170,1,908858.12,529588126,908858.12,0.0,383086012,0.0,908858.12,1,0
1932129,170,4,871893.15,139567724,871893.15,0.0,2000039513,0.0,0.0,1,0
1932130,170,1,871893.15,776075442,871893.15,0.0,505864940,25841898.08,26713791.23,1,0
1932163,170,4,335859.86,1945733096,335859.86,0.0,2017325306,0.0,0.0,1,0
1932164,170,1,335859.86,1805393654,335859.86,0.0,2116650207,0.0,335859.86,1,0
1932173,171,4,6501296.36,612440112,6501296.36,0.0,1415278169,0.0,0.0,1,0
1932174,171,1,6501296.36,1026263737,6501296.36,0.0,45760834,0.0,6501296.36,1,0
1932175,171,4,1786247.31,499413300,1786247.31,0.0,1789606671,0.0,0.0,1,0
1932176,171,1,1786247.31,518707081,1786247.31,0.0,1347472124,244952.19,2031199.5,1,0
1932177,171,4,1777674.32,847645948,1777674.32,0.0,269162612,0.0,0.0,1,0
1932178,171,1,1777674.32,1402549847,1777674.32,0.0,354225366,1953534.39,3731208.71,1,0
1932179,171,4,211721.9,1835704513,211721.9,0.0,260205493,0.0,0.0,1,0
1932180,171,1,211721.9,628388986,211721.9,0.0,943512909,0.0,211721.9,1,0
1932181,171,4,948288.3,664235460,948288.3,0.0,162417333,0.0,0.0,1,0
1932182,171,1,948288.3,1025957103,948288.3,0.0,434428379,2189773.93,3138062.23,1,0
1932183,171,4,2754740.54,99753762,2754740.54,0.0,1760625669,0.0,0.0,1,0
1932184,171,1,2754740.54,52657218,2754740.54,0.0,1861630818,1767824.71,4522565.25,1,0
1932185,171,4,1437291.89,533125295,1437291.89,0.0,1217960953,0.0,0.0,1,0
1932186,171,1,1437291.89,336375324,1437291.89,0.0,1430125468,0.0,1437291.89,1,0
1932187,172,4,1116508.49,662766800,1116508.49,0.0,18004144,0.0,0.0,1,0
1932188,172,1,1116508.49,45204109,1116508.49,0.0,500640535,4052464.84,5168973.32,1,0
1932189,172,4,70072.66,739431473,70072.66,0.0,1097630164,0.0,0.0,1,0
1932190,172,1,70072.66,1634834967,70072.66,0.0,1403933655,519712.34,589784.99,1,0
1932191,172,4,800024.12,1324987757,800024.12,0.0,704140771,0.0,0.0,1,0
1932192,172,1,800024.12,1112585109,800024.12,0.0,414783966,108216.94,908241.06,1,0
1932193,172,4,976830.22,2027508914,976830.22,0.0,1907001338,0.0,0.0,1,0
1932194,172,1,976830.22,362141852,976830.22,0.0,171474212,0.0,976830.22,1,0
1932195,172,4,692984.55,548545362,692984.55,0.0,373573022,0.0,0.0,1,0
1932196,172,1,692984.55,1799581690,692984.55,0.0,1865178469,758852.8,1451837.35,1,0
1932197,173,4,98634.75,1042347270,98634.75,0.0,1491818323,0.0,0.0,1,0
1932198,173,1,98634.75,1536726589,98634.75,0.0,12493912,966049.7,1064684.45,1,0
1932199,173,4,2232667.51,1786873519,2232667.51,0.0,732697292,0.0,0.0,1,0
1932200,173,1,2232667.51,441260218,2232667.51,0.0,1543135091,205027.36,2437694.87,1,0
1932201,173,4,2177218.43,1302526975,2177218.43,0.0,595351088,0.0,0.0,1,0
1932202,173,1,2177218.43,450561445,2177218.43,0.0,1075348177,0.0,2177218.43,1,0
1932203,173,4,364333.03,627887471,364333.03,0.0,677512181,0.0,0.0,1,0
1932204,173,1,364333.03,1289446218,364333.03,0.0,99354775,0.0,364333.03,1,0
1932205,173,4,8594499.99,377226285,8594499.99,0.0,497430875,0.0,0.0,1,0
1932206,173,1,8594499.99,1414061418,8594499.99,0.0,161212060,188325.81,8782825.8,1,0
1932207,173,4,176273.29,386692409,176273.29,0.0,1025742188,0.0,0.0,1,0
1932208,173,1,176273.29,14325153,176273.29,0.0,856044772,0.0,176273.29,1,0
1932209,173,4,20311.17,1987163387,20311.17,0.0,1935979044,0.0,0.0,1,0
1932210,173,1,20311.17,1681954002,20311.17,0.0,350037607,525.19,20836.35,1,0
1932211,174,4,18887.22,269586654,18887.22,0.0,229186362,0.0,0.0,1,0
1932212,174,1,18887.22,1144158432,18887.22,0.0,2034180207,0.0,18887.22,1,0
1932213,174,4,31045.76,1059048177,31045.76,0.0,1277391271,0.0,0.0,1,0
1932214,174,1,31045.76,1595490244,31045.76,0.0,750943234,2081308.37,2112354.13,1,0
1932215,174,4,1244224.16,381361852,1244224.16,0.0,1125303193,0.0,0.0,1,0
1932216,174,1,1244224.16,1409947310,1244224.16,0.0,1545423847,1350776.28,2595000.45,1,0
1932217,174,4,250223.24,788474412,250223.24,0.0,1128836138,0.0,0.0,1,0
1932218,174,1,250223.24,598087095,250223.24,0.0,900560128,1626694.65,1876917.89,1,0
1932219,174,4,1536245.52,1831248257,1536245.52,0.0,525486982,0.0,0.0,1,0
1932220,174,1,1536245.52,1771922925,1536245.52,0.0,1040401356,682568.09,2218813.6,1,0
1932221,175,4,895565.06,1046781112,895565.06,0.0,556777856,0.0,0.0,1,0
1932222,175,1,895565.06,763112814,895565.06,0.0,1338000505,100335.14,995900.2,1,0
1932223,175,4,47604.75,1972288489,47604.75,0.0,305797436,0.0,0.0,1,0
1932224,175,1,47604.75,2000554680,47604.75,0.0,90982543,0.0,47604.75,1,0
1932225,175,4,87622.5,344677665,87622.5,0.0,1831197115,0.0,0.0,1,0
1932226,175,1,87622.5,890173337,87622.5,0.0,1148930688,262099.92,349722.42,1,0
1932227,175,4,319208.14,1314274977,319208.14,0.0,650349902,0.0,0.0,1,0
1932228,175,1,319208.14,892428215,319208.14,0.0,1209378395,1905620.3,2224828.44,1,0
1932229,176,4,106642.43,2073914981,106642.43,0.0,1753584812,0.0,0.0,1,0
1932230,176,1,106642.43,971898032,106642.43,0.0,1932810385,4622.5,111264.92,1,0
1932231,176,4,102229.91,1177644570,102229.91,0.0,1344630204,0.0,0.0,1,0
1932232,176,1,102229.91,2034388364,102229.91,0.0,949501581,0.0,102229.91,1,0
1932233,176,4,351332.16,1773992583,351332.16,0.0,1305245838,0.0,0.0,1,0
1932234,176,1,351332.16,1071813500,351332.16,0.0,2129197098,0.0,351332.16,1,0
1932235,176,4,455709.8,1919843108,455709.8,0.0,69123397,0.0,0.0,1,0
1932236,176,1,455709.8,430667464,455709.8,0.0,2067401577,46498.39,502208.18,1,0
1932237,176,4,665489.33,399364024,665489.33,0.0,201700405,0.0,0.0,1,0
1932238,176,1,665489.33,1008719694,665489.33,0.0,1320083995,1184319.45,1849808.78,1,0
1935462,177,4,158000.29,543731101,158000.29,0.0,1586760736,0.0,0.0,1,0
1935463,177,1,158000.29,927253405,158000.29,0.0,1087985389,2330671.17,2488671.46,1,0
1936034,177,4,1201681.76,1900756070,1201681.76,0.0,1995455020,0.0,0.0,1,0
1936035,177,1,1201681.76,2146217272,1201681.76,0.0,411880300,1069475.01,2271156.77,1,0
1937512,177,4,239556.06,759888632,239556.06,0.0,1568773487,0.0,0.0,1,0
1937513,177,1,239556.06,45982560,239556.06,0.0,1554818720,1726925.54,1966481.6,1,0
1937921,177,4,586718.88,153745102,586718.88,0.0,1921197760,0.0,0.0,1,0
1937922,177,1,586718.88,1287528366,586718.88,0.0,1067341557,290900.71,877619.59,1,0
1938531,177,4,63210.91,389894341,63210.91,0.0,118998348,0.0,0.0,1,0
1938532,177,1,63210.91,1361619963,63210.91,0.0,1265655539,6697.1,69908.01,1,0
1939089,177,4,68536.24,1139422478,68536.24,0.0,248138217,0.0,0.0,1,0
1939090,177,1,68536.24,449838957,68536.24,0.0,1165543736,410774.24,479310.48,1,0
1939154,177,4,452804.42,1206970364,452804.42,0.0,218347710,0.0,0.0,1,0
1939155,177,1,452804.42,261442623,452804.42,0.0,2037489278,4020.0,0.0,1,0
1940124,177,4,178503.45,47077712,178503.45,0.0,798319481,0.0,0.0,1,0
1940125,177,1,178503.45,1542642988,178503.45,0.0,1751688750,382903.28,561406.72,1,0
1946781,177,4,382960.64,881672878,382960.64,0.0,5616107,0.0,0.0,1,0
1946782,177,1,382960.64,749254504,382960.64,0.0,715462107,1639101.01,2022061.64,1,0
1952162,178,4,3354200.39,95297644,3354200.39,0.0,679714329,0.0,0.0,1,0
1952163,178,1,3354200.39,459414804,3354200.39,0.0,903962920,0.0,3491865.72,1,0
1955740,178,4,102660.35,1381052482,102660.35,0.0,1661818844,0.0,0.0,1,0
1955741,178,1,102660.35,69058368,102660.35,0.0,1921981173,0.0,102660.35,1,0
1956160,178,4,925579.57,431984224,925579.57,0.0,492573664,0.0,0.0,1,0
1956161,178,1,925579.57,1205909462,925579.57,0.0,1728982613,2147930.24,3073509.81,1,0
1967846,178,4,85017.99,1028321067,85017.99,0.0,1506966861,0.0,0.0,1,0
1967847,178,1,85017.99,1219414151,85017.99,0.0,1622163185,0.0,85017.99,1,0
1968864,178,4,763913.96,604295926,763913.96,0.0,1097845207,0.0,0.0,1,0
1968865,178,1,763913.96,743019474,763913.96,0.0,508327884,118405.94,882319.9,1,0
1973233,178,4,1796069.2,913178524,1796069.2,0.0,553554525,0.0,0.0,1,0
1973234,178,1,1796069.2,997942901,1796069.2,0.0,1057783924,0.0,1796069.2,1,0
1976652,178,4,2222008.27,286391269,2222008.27,0.0,551483536,0.0,0.0,1,0
1976653,178,1,2222008.27,462145857,2222008.27,0.0,2101247370,167293.11,2389301.38,1,0
1978759,179,4,445705.76,33272921,445705.76,0.0,2048044675,0.0,0.0,1,0
1978760,179,1,445705.76,1911704726,445705.76,0.0,960848277,0.0,445705.76,1,0
1979185,179,4,190590.65,729254604,190590.65,0.0,1961352434,0.0,0.0,1,0
1979186,179,1,190590.65,1359352679,190590.65,0.0,842294440,35681.5,226272.15,1,0
1992853,179,4,225361.44,1592823554,225361.44,0.0,1657758486,0.0,0.0,1,0
1992854,179,1,225361.44,1512289615,225361.44,0.0,513601589,592102.39,817463.83,1,0
1997686,179,4,1494831.65,1705883896,1494831.65,0.0,258215915,0.0,0.0,1,0
1997687,179,1,1494831.65,1709710853,1494831.65,0.0,1758704619,0.0,1494831.65,1,0
2010735,180,4,173309.11,1060408548,173309.11,0.0,1602479999,0.0,0.0,1,0
2010736,180,1,173309.11,563001075,173309.11,0.0,811338954,0.0,173309.11,1,0
2015677,180,4,887941.44,1508594424,887941.44,0.0,1444631311,0.0,0.0,1,0
2015678,180,1,887941.44,1115286085,887941.44,0.0,1695441224,69603.07,957544.51,1,0
2018092,180,4,3608191.52,771163854,3608191.52,0.0,88210735,0.0,0.0,1,0
2018093,180,1,3608191.52,1481088608,3608191.52,0.0,377820093,41219.64,3649411.15,1,0
2029735,180,4,8186519.17,1807376004,8186519.17,0.0,1506576839,0.0,0.0,1,0
2029736,180,1,8186519.17,2014067956,8186519.17,0.0,822476275,796550.54,8983069.72,1,0
2036946,180,4,5363594.86,2003297208,5363594.86,0.0,747248533,0.0,0.0,1,0
2036947,180,1,5363594.86,686087807,5363594.86,0.0,1701906322,134472.24,5498067.11,1,0
2041058,181,4,1644749.94,744563060,1644749.94,0.0,300922639,0.0,0.0,1,0
2041059,181,1,1644749.94,860545419,1644749.94,0.0,1340521967,421619.2,2066369.14,1,0
2045828,181,4,12278.0,1274609372,12278.0,0.0,1409623409,0.0,0.0,1,0
2045829,181,1,12278.0,1750457298,12278.0,0.0,256019432,853058.02,865336.02,1,0
2058343,181,1,332729.54,645124798,0.0,0.0,1797918851,613712.35,946441.9,1,0
2064417,181,4,252189.32,636129537,252189.32,0.0,1515281371,0.0,0.0,1,0
2064418,181,1,252189.32,1835922143,252189.32,0.0,705527703,310145.69,562335.01,1,0
2065130,181,4,955505.54,997127653,955505.54,0.0,1969513501,0.0,0.0,1,0
2065131,181,1,955505.54,2094567574,955505.54,0.0,1388436257,466930.46,1422436.0,1,0
2066570,181,4,410299.86,364474699,410299.86,0.0,1549220926,0.0,0.0,1,0
2066571,181,1,410299.86,726906653,410299.86,0.0,1672803928,53516.34,463816.19,1,0
2074482,182,4,1486052.97,204628834,1486052.97,0.0,1711881431,0.0,0.0,1,0
2074483,182,1,1486052.97,738179255,1486052.97,0.0,867957105,775543.29,2261596.26,1,0
2084587,182,4,166323.01,1713328586,166323.01,0.0,1253692223,0.0,0.0,1,0
2084588,182,1,166323.01,1095268826,166323.01,0.0,1721762273,0.0,166323.01,1,0
2089415,182,4,294989.71,1641162834,294989.71,0.0,298906210,0.0,0.0,1,0
2089416,182,1,294989.71,1095002086,294989.71,0.0,360215463,1657699.83,1952689.54,1,0
2102251,182,4,767755.17,304885039,767755.17,0.0,2068840304,0.0,0.0,1,0
2102252,182,1,767755.17,300744654,767755.17,0.0,513722658,0.0,767755.17,1,0
2108651,183,4,1503297.45,1611595121,1503297.45,0.0,739347171,0.0,0.0,1,0
2108652,183,1,1503297.45,841492640,1503297.45,0.0,820061836,2521233.1,4024530.55,1,0
2112305,183,4,627903.12,1189870907,627903.12,0.0,1726450502,0.0,0.0,1,0
2112306,183,1,627903.12,1003741197,627903.12,0.0,1742570828,0.0,627903.12,1,0
2115683,183,4,342675.47,1778106585,342675.47,0.0,144558690,0.0,0.0,1,0
2115684,183,1,342675.47,2068848263,342675.47,0.0,753313241,412117.94,754793.41,1,0
2116097,183,4,4354175.33,1296748795,4354175.33,0.0,817583819,0.0,0.0,1,0
2116098,183,1,4354175.33,750241530,4354175.33,0.0,96592525,0.0,4778329.47,1,0
2121441,183,4,2075328.73,1015989725,2075328.73,0.0,1865051684,0.0,0.0,1,0
2121442,183,1,2075328.73,949325212,2075328.73,0.0,804306879,0.0,2075328.73,1,0
2122589,183,4,224378.1,1246119241,224378.1,0.0,1893337612,0.0,0.0,1,0
2122590,183,1,224378.1,1234321469,224378.1,0.0,105660024,483419.25,707797.36,1,0
2123347,183,4,355909.21,1946400298,355909.21,0.0,1340648788,0.0,0.0,1,0
2123348,183,1,355909.21,2002728636,355909.21,0.0,318788140,0.0,355909.21,1,0
2130869,183,4,5566.14,1386471589,5566.14,0.0,827527854,0.0,0.0,1,0
2130870,183,1,5566.14,1626151381,5566.14,0.0,567898668,0.0,5566.14,1,0
2140934,184,4,73486.8,1621868910,73486.8,0.0,80114105,0.0,0.0,1,0
2140935,184,1,73486.8,1886191658,73486.8,0.0,301912677,476795.97,550282.76,1,0
2146027,184,4,96286.54,1997179270,96286.54,0.0,1394632446,0.0,0.0,1,0
2146028,184,1,96286.54,1921354292,96286.54,0.0,397888412,0.0,96286.54,1,0
2150659,184,4,60519.74,1270223061,60519.74,0.0,277862929,0.0,0.0,1,0
2150660,184,1,60519.74,982551468,60519.74,0.0,1378644910,54295.32,182654.5,1,0
2155336,184,4,90346.05,1877543118,90346.05,0.0,248812061,0.0,0.0,1,0
